Sitename: Kendall Grassland Arizona USA
Location: Latitude: 31.7365  Longitude: -109.9419  Elevation (masl): 1531
Principal investigator: Russell Scott
Ecosystem type: GRA Grasslands
File creation date: 05APR2013
Data Policy -- The AmeriFlux data provided on this site are freely available and were furnished by individual AmeriFlux scientists who encourage their use.
Please kindly inform in writing (or e-mail) the appropriate AmeriFlux scientist(s) of how you intend to use the data and of any publication plans.
It is also important to contact the AmeriFlux investigator to assure you are downloading the latest revision of the data and to prevent potential misuse or misinterpretation of the data.
Please acknowledge the data source as a citation or in the acknowledgments if no citation is available.
If the AmeriFlux Principal Investigators (PIs) feel that they should be acknowledged or offered participation as authors they will let you know.
And we assume that an agreement on such matters will be reached before publishing and/or use of the data for publication.
If your work directly competes with the PIs analysis they may ask that they have the opportunity to submit a manuscript before you submit one that uses unpublished data. 
In addition when publishing please acknowledge the agency that supported the research. --
File Origin - This file was created at Oak Ridge National Laboratory by the AmeriFlux and FLUXNET data management groups.
These groups are supported by the U.S. Department of Energy and National Aeronautics and Space Administration. 
This standardized file is identical in format to other standardized files provided here with a goal of aiding intersite comparisons  multi-site syntheses and modeling activities. 
Questions about these standardized files should be addressed to Tom Boden (bodenta@ornl.gov) .
YEAR, GAP, DTIME, DOY, HRMIN, UST, TA, WD, WS, NEE, FC, SFC, H, SH, LE, SLE, FG, TS1, TSdepth1, TS2, TSdepth2, PREC, RH, PRESS, CO2, VPD, SWC1, SWC2, Rn, PAR, Rg, Rgdif, PARout, RgOut, Rgl, RglOut, H2O, RE, GPP, CO2top, CO2height, APAR, PARdif, APARpct, ZL
2004,0,188.43750,188,1030,0.259,28.587,308.877,4.404,-9999,-0.331,-9999,202.332,-6999,18.306,-6999,150.576,31.939,5,27.829,15,0,13.427,85.387,358.319,3.386,0,5.17,534.427,1824.5,908.025,-6999,216.6,163.51,348.504,558.592,5.41,-6999,-6999,358.319,3.2,-6999,-6999,-6999,-6999
2004,0,188.45833,188,1100,0.297,29.466,296.858,3.696,-9999,0.862,-9999,302.11,-6999,39.854,-6999,170.424,34.407,5,28.22,15,0,13.799,85.378,358.27,3.548,0.33,5.33,565.931,1922,964.56,-6999,226.3,174.643,355.731,579.717,5.999,-6999,-6999,358.27,3.2,-6999,-6999,-6999,-6999
2004,0,188.47917,188,1130,0.236,29.812,309.153,3.624,-9999,-0.131,-9999,291.686,-6999,25.051,-6999,166.772,36.839,5,28.73,15,0,13.086,85.354,359.236,3.649,0.5,6,583.152,1990,1000.99,-6999,232.7,183.963,359.534,593.414,5.662,-6999,-6999,359.236,3.2,-6999,-6999,-6999,-6999
2004,0,188.50000,188,1200,0.252,30.429,295.004,3.279,-9999,1.537,-9999,304.572,-6999,36.805,-6999,147.671,39.005,5,29.329,15,0,12.318,85.33,359.654,3.814,0.5,5.67,574.982,1979,999.725,-6999,230.8,184.578,365.062,605.227,5.371,-6999,-6999,359.654,3.2,-6999,-6999,-6999,-6999
2004,0,188.52083,188,1230,0.308,30.694,302.124,4.243,-9999,0.689,-9999,285.127,-6999,17.275,-6999,145.259,40.864,5,29.99,15,0,11.977,85.314,359.653,3.887,0.67,6,538.819,1999.5,956.838,-6999,233.95,179.287,370.484,609.216,5.226,-6999,-6999,359.653,3.2,-6999,-6999,-6999,-6999
2004,0,188.54167,188,1300,0.472,31.286,272.407,3.293,-9999,0.162,-9999,321.11,-6999,18.69,-6999,122.204,42.272,5,30.705,15,0,11.592,85.294,359.894,4.038,0.5,5.83,606.282,1968,1050.19,-6999,230.8,198.161,377.66,623.405,5.162,-6999,-6999,359.894,3.2,-6999,-6999,-6999,-6999
2004,0,188.56250,188,1330,0.338,31.548,293.521,2.538,-9999,-0.147,-9999,178.247,-6999,10.488,-6999,80.12,43.435,5,31.435,15,0,11.455,85.276,359.727,4.105,0.5,5.67,393.349,1577.5,768.724,-6999,187.05,144.654,375.34,606.061,5.183,-6999,-6999,359.727,3.2,-6999,-6999,-6999,-6999
2004,0,188.58333,188,1400,0.375,31.847,294.864,4.577,-9999,0.25,-9999,334.618,-6999,8.439,-6999,59.328,43.924,5,32.179,15,0,11.371,85.243,359.481,4.179,0.67,6,489.638,1788,887.719,-6999,212.6,168.369,376.654,606.366,5.237,-6999,-6999,359.481,3.2,-6999,-6999,-6999,-6999
2004,0,188.60417,188,1430,0.186,31.945,328.675,4.191,-9999,-0.356,-9999,290.72,-6999,12.35,-6999,87.173,44.767,5,32.919,15,0,11.344,85.221,359.29,4.204,0.33,6,450.671,1605,851.268,-6999,192.7,160.872,370.855,610.58,5.278,-6999,-6999,359.29,3.2,-6999,-6999,-6999,-6999
2004,0,188.62500,188,1500,0.609,32.097,266.969,3.975,-9999,-0.136,-9999,244.274,-6999,15.219,-6999,19.431,45.164,5,33.63,15,0,11.627,85.19,359.157,4.227,0.5,6,435.262,1737,814.725,-6999,210.9,156.943,377.176,599.696,5.534,-6999,-6999,359.157,3.2,-6999,-6999,-6999,-6999
2004,0,188.64583,188,1530,0.377,32.637,293.085,4.146,-9999,0.732,-9999,301.311,-6999,16.961,-6999,76.225,45.485,5,34.32,15,0,11.45,85.155,359.258,4.366,0.5,6,413.829,1561.5,789.173,-6999,192.2,151.207,380.176,604.313,5.626,-6999,-6999,359.258,3.2,-6999,-6999,-6999,-6999
2004,0,188.66667,188,1600,0.249,32.493,267.085,3.718,-9999,0.144,-9999,243.045,-6999,12.893,-6999,37.514,45.765,5,34.949,15,0,11.478,85.117,359.252,4.33,0.33,6.17,326.804,1254,684.911,-6999,158,133.802,371.007,595.312,5.582,-6999,-6999,359.252,3.2,-6999,-6999,-6999,-6999
2004,0,188.68750,188,1630,0.405,32.25,303.096,5.629,-9999,0.396,-9999,221.846,-6999,9.527,-6999,-41.041,45.35,5,35.524,15,0,11.164,85.084,358.974,4.286,0.83,6.33,283.518,1179.5,604.374,-6999,151.65,121.511,374.397,573.741,5.265,-6999,-6999,358.974,3.2,-6999,-6999,-6999,-6999
2004,0,188.70833,188,1700,0.351,32.526,311.187,4.722,-9999,-0.09,-9999,236.2,-6999,10.557,-6999,-4.881,44.997,5,36.062,15,0,11.051,85.056,359.075,4.358,0,6.17,226.385,1006,542.624,-6999,134.2,111.475,364.993,569.758,5.291,-6999,-6999,359.075,3.2,-6999,-6999,-6999,-6999
2004,0,188.72917,188,1730,0.247,31.985,306.167,7.192,-9999,0.28,-9999,126.711,-6999,8.303,-6999,-79.456,44.342,5,36.522,15,0,11.532,85.026,358.892,4.205,0.5,6.33,93.751,663.95,348.121,-6999,91.85,75.545,359.58,538.406,5.454,-6999,-6999,358.892,3.2,-6999,-6999,-6999,-6999
2004,0,188.75000,188,1800,0.502,31.638,317.79,7.897,-9999,0.475,-9999,115.467,-6999,5.597,-6999,-85.792,43.007,5,36.927,15,0,11.922,85.017,359.038,4.104,0.33,6.83,54.864,495.7,285.729,-6999,73,67.422,359.244,522.688,5.617,-6999,-6999,359.038,3.2,-6999,-6999,-6999,-6999
2004,0,188.77083,188,1830,0.446,31.079,317.016,8.76,-9999,0.5,-9999,70.515,-6999,5.013,-6999,-91.844,41.507,5,37.214,15,0,12.131,85.017,358.929,3.967,0,7,-27.02,271.95,153.123,-6999,39.075,39.213,361.741,502.673,5.548,-6999,-6999,358.929,3.2,-6999,-6999,-6999,-6999
2004,0,188.79167,188,1900,0.409,30.494,314.347,8.386,-9999,0.65,-9999,15.788,-6999,3.529,-6999,-99.151,39.67,5,37.389,15,0,12.089,85.02,358.899,3.838,0,6.83,-89.926,79.5,58.299,-6999,11.32,17.089,355.411,486.547,5.296,-6999,-6999,358.899,3.2,-6999,-6999,-6999,-6999
2004,0,188.81250,188,1930,0.378,29.663,317.47,8.375,-9999,0.63,-9999,-4.169,-6999,3.017,-6999,-106.889,37.764,5,37.445,15,0,12.317,85.027,358.618,3.65,0,6.5,-124.804,18.47,7.237,-6999,3.245,5.013,345.108,472.136,5.146,-6999,-6999,358.618,3.2,-6999,-6999,-6999,-6999
2004,0,188.83333,188,2000,0.319,28.697,321.067,6.021,-9999,0.305,-9999,-30.099,-6999,0.112,-6999,-90.303,36.002,5,37.374,15,0,12.732,85.055,358.671,3.435,0,6.67,-127.01,-0.18,-3.874,-6999,0.68,2.66,341.75,462.226,5.059,-6999,-6999,358.671,3.2,-6999,-6999,-6999,-6999
2004,0,188.85417,188,2030,0.183,27.756,322.656,4.829,-9999,0.16,-9999,-18.576,-6999,0.544,-6999,-78.527,34.449,5,37.18,15,0,13.231,85.069,358.677,3.234,0,6.33,-123.326,-0.7,-4.82,-6999,0.745,2.774,337.954,453.686,5.025,-6999,-6999,358.677,3.2,-6999,-6999,-6999,-6999
2004,0,188.87500,188,2100,0.194,27.512,319.904,4.796,-9999,0.2,-9999,-22.597,-6999,0.69,-6999,-70.507,33.08,5,36.91,15,0,13.334,85.085,358.65,3.184,0,6.33,-118.261,-0.86,-4.109,-6999,0.83,3.157,338.416,449.411,4.996,-6999,-6999,358.65,3.2,-6999,-6999,-6999,-6999
2004,0,188.89583,188,2130,0.133,26.725,327.683,3.669,-9999,0.121,-9999,-11.709,-6999,0.33,-6999,-62.641,31.889,5,36.559,15,0,13.842,85.119,359.099,3.023,0,6.33,-114.186,-0.855,-4.494,-6999,0.86,2.941,336.474,443.225,5.009,-6999,-6999,359.099,3.2,-6999,-6999,-6999,-6999
2004,0,188.91667,188,2200,0.124,26.062,329.667,2.653,-9999,0.125,-9999,-9.987,-6999,0.533,-6999,-59.715,30.812,5,36.16,15,0,14.278,85.149,359.39,2.892,0,6.17,-107.432,-0.81,-4.11,-6999,0.86,3.408,337.614,437.527,5.009,-6999,-6999,359.39,3.2,-6999,-6999,-6999,-6999
2004,0,188.93750,188,2230,0.06,25.834,340.696,2.411,-9999,0.064,-9999,-4.001,-6999,0.265,-6999,-58.411,29.842,5,35.729,15,0,14.406,85.161,359.188,2.849,0,6,-103.669,-0.845,-2.688,-6999,0.85,4.474,336.382,432.889,4.995,-6999,-6999,359.188,3.2,-6999,-6999,-6999,-6999
2004,0,188.95833,188,2300,0.089,25.786,323.318,3.017,-9999,0.055,-9999,-8.342,-6999,-0.104,-6999,-55.716,28.949,5,35.265,15,0,14.335,85.163,359.294,2.843,0,6,-104.298,-0.87,-3.078,-6999,0.79,3.986,333.714,430.949,4.94,-6999,-6999,359.294,3.2,-6999,-6999,-6999,-6999
2004,0,188.97917,188,2330,0.058,25.06,307.505,2.246,-9999,-0.006,-9999,0.622,-6999,-0.072,-6999,-52.462,28.114,5,34.81,15,0,14.823,85.173,359.275,2.708,0,6,-103.222,-0.87,-4.016,-6999,0.76,3.394,330.056,425.869,4.94,-6999,-6999,359.275,3.2,-6999,-6999,-6999,-6999
2004,0,189.00000,189,000,0.064,25.064,311.067,2.832,-9999,0.073,-9999,-3.185,-6999,0.67,-6999,-51.679,27.327,5,34.332,15,0,14.722,85.166,359.038,2.712,0,6,-96.886,-0.88,-2.832,-6999,0.72,3.73,334.63,424.954,4.886,-6999,-6999,359.038,3.2,-6999,-6999,-6999,-6999
2004,0,189.02083,189,030,0.094,24.736,341.521,2.63,-9999,-0.029,-9999,1.857,-6999,-0.335,-6999,-43.825,26.674,5,33.867,15,0,14.839,85.158,358.72,2.655,0,6,-90.316,-0.87,-2.818,-6999,0.755,3.13,339.285,423.654,4.833,-6999,-6999,358.72,3.2,-6999,-6999,-6999,-6999
2004,0,189.04167,189,100,0.108,24.776,7.195,2.671,-9999,0.005,-9999,-0.891,-6999,1.655,-6999,-42.32,26.159,5,33.41,15,0,15.009,85.155,358.539,2.656,0,6,-93.644,-0.87,-2.325,-6999,0.76,3.682,335.942,423.58,4.936,-6999,-6999,358.539,3.2,-6999,-6999,-6999,-6999
2004,0,189.06250,189,130,0.149,24.424,336.601,3.228,-9999,0.125,-9999,-10.382,-6999,-1.756,-6999,-40.264,25.665,5,32.962,15,0,15.537,85.14,358.925,2.585,0,6,-94.998,-0.87,-2.673,-6999,0.715,3.269,332.548,421.605,5.083,-6999,-6999,358.925,3.2,-6999,-6999,-6999,-6999
2004,0,189.08333,189,200,0.143,23.188,230.399,3.104,-9999,0.103,-9999,-7.574,-6999,1.562,-6999,-41.088,25.199,5,32.53,15,0,17.392,85.19,359.25,2.347,0,6,-88.702,-0.87,-3.573,-6999,0.73,1.975,335.354,418.508,5.151,-6999,-6999,359.25,3.2,-6999,-6999,-6999,-6999
2004,0,189.10417,189,230,0.159,23.466,194.033,1.275,-9999,-0.154,-9999,-11.972,-6999,-6.347,-6999,-33.544,24.845,5,32.117,15,0,20.186,85.214,358.753,2.306,0,6,-74.952,-0.87,-1.785,-6999,0.75,3.851,350.044,419.361,6.187,-6999,-6999,358.753,3.2,-6999,-6999,-6999,-6999
2004,0,189.12500,189,300,0.077,23.386,259.636,1.913,-9999,0.003,-9999,-19.114,-6999,-16.456,-6999,-25.615,24.622,5,31.715,15,0,30.567,85.199,358.301,1.997,0,5.5,-84.441,-0.87,-2.492,-6999,0.66,3.585,342.128,420.493,9.913,-6999,-6999,358.301,3.2,-6999,-6999,-6999,-6999
2004,0,189.14583,189,330,0.139,22.3,283.215,2.516,-9999,0.057,-9999,-11.091,-6999,-6.844,-6999,-30.366,24.379,5,31.35,15,0,37.758,85.187,358.068,1.676,0,5.67,-85.262,-0.87,-3.608,-6999,0.77,2.348,337.729,417.036,11.474,-6999,-6999,358.068,3.2,-6999,-6999,-6999,-6999
2004,0,189.16667,189,400,0.173,21.801,314.913,2.913,-9999,0.325,-9999,-15.303,-6999,5.679,-6999,-34.832,24.034,5,31.01,15,0,38.516,85.192,358.199,1.606,0,5.5,-86.444,-0.87,-3.072,-6999,0.73,2.761,333.89,414.502,11.265,-6999,-6999,358.199,3.2,-6999,-6999,-6999,-6999
2004,0,189.18750,189,430,0.152,21.664,319.114,2.334,-9999,0.175,-9999,-5.11,-6999,2.634,-6999,-35.953,23.679,5,30.674,15,0,37.193,85.201,357.983,1.627,0,6,-87.393,-0.87,-2.814,-6999,0.595,3.119,331.032,412.492,10.781,-6999,-6999,357.983,3.2,-6999,-6999,-6999,-6999
2004,0,189.20833,189,500,0.089,21.604,338.757,1.182,-9999,0.198,-9999,-11.008,-6999,1.227,-6999,-41.718,23.25,5,30.352,15,0,35.889,85.2,358.076,1.654,0,5.5,-92.451,-0.87,-3.097,-6999,0.55,3.896,321.753,407.21,10.415,-6999,-6999,358.076,3.2,-6999,-6999,-6999,-6999
2004,0,189.22917,189,530,0.148,20.997,351.766,2.44,-9999,0.148,-9999,-8.941,-6999,-24.205,-6999,-45.235,22.767,5,30.029,15,0,32.891,85.207,359.064,1.669,0,5.5,-88.145,12.575,0.989,-6999,2.135,4.28,319.835,404.69,9.044,-6999,-6999,359.064,3.2,-6999,-6999,-6999,-6999
2004,0,189.25000,189,600,0.09,21.504,351.149,3.88,-9999,0.06,-9999,-10.979,-6999,-1.039,-6999,-35.391,22.395,5,29.699,15,0,30.169,85.21,359.082,1.791,0,5,-69.829,93.2,31.227,-6999,12.85,12.927,320.185,408.314,8.489,-6999,-6999,359.082,3.2,-6999,-6999,-6999,-6999
2004,0,189.27083,189,630,0.145,22.183,343.203,2.908,-9999,0.06,-9999,-6.937,-6999,-0.846,-6999,-13.03,22.252,5,29.365,15,0,29.351,85.235,359.242,1.889,0,5.5,-1.152,302.2,133.711,-6999,40.435,37.403,320.211,417.671,8.615,-6999,-6999,359.242,3.2,-6999,-6999,-6999,-6999
2004,0,189.29167,189,700,0.213,23.406,326.273,3.198,-9999,-0.152,-9999,28.241,-6999,6.096,-6999,30.387,22.412,5,29.044,15,0,27.545,85.262,359.108,2.086,0,5.17,88.116,535.6,245.088,-6999,70.1,51.865,327.746,432.853,8.68,-6999,-6999,359.108,3.2,-6999,-6999,-6999,-6999
2004,0,189.31250,189,730,0.149,24.149,325.268,2.391,-9999,-0.14,-9999,38.321,-6999,2.985,-6999,62.539,22.925,5,28.739,15,0,25.77,85.286,359.273,2.235,0,5.17,121.924,659.2,291.574,-6999,83.85,53.599,330.641,446.692,8.453,-6999,-6999,359.273,3.2,-6999,-6999,-6999,-6999
2004,0,189.33333,189,800,0.107,25.266,303.81,2.078,-9999,0.107,-9999,58.683,-6999,16.351,-6999,85.261,23.624,5,28.459,15,0,23.599,85.321,359.452,2.459,0,5,248.676,1010,459.003,-6999,125.8,82.5,341.777,469.604,8.225,-6999,-6999,359.452,3.2,-6999,-6999,-6999,-6999
2004,0,189.35417,189,830,0.243,25.182,294.491,3.526,-9999,0.703,-9999,80.701,-6999,11.752,-6999,77.281,24.589,5,28.244,15,0,23.214,85.33,358.215,2.459,0,5.17,230.695,988.5,446.956,-6999,121.5,80.977,338.552,473.837,8.017,-6999,-6999,358.215,3.2,-6999,-6999,-6999,-6999
2004,0,189.37500,189,900,0.179,26.222,303.176,3.718,-9999,-1.045,-9999,132.636,-6999,4.62,-6999,123.526,25.75,5,28.127,15,0,21.009,85.321,357.778,2.69,0,5,395.771,1423,673.062,-6999,173.7,120.93,346.507,502.869,7.679,-6999,-6999,357.778,3.2,-6999,-6999,-6999,-6999
2004,0,189.39583,189,930,0.328,27.042,303.898,4.986,-9999,-0.097,-9999,179.246,-6999,21.673,-6999,154.469,27.724,5,28.119,15,0,18.211,85.311,357.575,2.923,0,5,483.956,1683,796.027,-6999,204.15,148.396,364.783,528.458,6.947,-6999,-6999,357.575,3.2,-6999,-6999,-6999,-6999
2004,0,189.41667,189,1000,0.317,27.781,298.731,4.741,-9999,1.448,-9999,269.001,-6999,28.393,-6999,162.809,30.379,5,28.224,15,0,17.433,85.306,357.626,3.082,0,5.17,582.547,1898,936.871,-6999,229.4,170.227,369.261,553.358,7.006,-6999,-6999,357.626,3.2,-6999,-6999,-6999,-6999
2004,0,189.43750,189,1030,0.351,28.642,302.446,4.958,-9999,1.637,-9999,275.415,-6999,67.857,-6999,170.302,33.222,5,28.454,15,0,15.204,85.287,358.231,3.327,0,5,578.521,1924,955.045,-6999,230.25,172.984,365.776,569.316,6.535,-6999,-6999,358.231,3.2,-6999,-6999,-6999,-6999
2004,0,189.45833,189,1100,0.331,28.826,308.448,4.536,-9999,-0.309,-9999,296.21,-6999,8.644,-6999,141.903,35.624,5,28.82,15,0,14.268,85.269,357.696,3.4,0,5.33,577.346,1952,971.041,-6999,230.9,175.391,359.82,578.124,6.016,-6999,-6999,357.696,3.2,-6999,-6999,-6999,-6999
2004,0,189.47917,189,1130,0.346,28.856,318.613,5.53,-9999,-0.352,-9999,228.967,-6999,-1.285,-6999,126.87,37.77,5,29.3,15,0,15.165,85.249,358.439,3.37,0.17,5.83,593.51,2008,999.362,-6999,235.05,182.89,361.242,584.204,6.634,-6999,-6999,358.439,3.2,-6999,-6999,-6999,-6999
2004,0,189.50000,189,1200,0.099,29.304,313.852,6.347,-9999,0.63,-9999,312.289,-6999,39.411,-6999,119.658,39.717,5,29.887,15,0,16.082,85.223,358.471,3.422,0.5,5.33,615.433,2059,1031.27,-6999,239.8,190.161,365.481,591.154,7.383,-6999,-6999,358.471,3.2,-6999,-6999,-6999,-6999
2004,0,189.52083,189,1230,0.326,29.704,319.346,6.083,-9999,-1.12,-9999,296.117,-6999,3.959,-6999,103.288,41.487,5,30.555,15,0,15.205,85.195,358.715,3.538,0.17,5.33,534.884,1863,930.89,-6999,216.8,172.444,367.219,590.782,7.071,-6999,-6999,358.715,3.2,-6999,-6999,-6999,-6999
2004,0,189.54167,189,1300,0.42,30.293,313.919,5.197,-9999,0.285,-9999,269.37,-6999,16.055,-6999,80.086,42.502,5,31.26,15,0,14.588,85.159,358.568,3.686,0.5,5.83,584.952,2035,997.424,-6999,237.8,185.86,372.936,599.548,6.914,-6999,-6999,358.568,3.2,-6999,-6999,-6999,-6999
2004,0,189.56250,189,1330,0.224,30.644,266.235,4.471,-9999,0.364,-9999,329.167,-6999,13.756,-6999,153.181,43.822,5,31.979,15,0,14.652,85.123,358.54,3.758,0.5,6,477.952,1586,866.337,-6999,186.9,162.218,381.01,607.176,7.12,-6999,-6999,358.54,3.2,-6999,-6999,-6999,-6999
2004,0,189.58333,189,1400,0.447,31.298,319.602,2.627,-9999,-1.138,-9999,268.254,-6999,18.91,-6999,32.772,44.252,5,32.675,15,0,13.856,85.097,358.782,3.937,0.33,5.83,438.524,1876,793.595,-6999,223,148.498,394.177,600.75,6.873,-6999,-6999,358.782,3.2,-6999,-6999,-6999,-6999
2004,0,189.60417,189,1430,0.22,31.868,289.46,5.421,-9999,0.703,-9999,342.831,-6999,23.342,-6999,145.971,45.132,5,33.362,15,0,13.613,85.066,358.768,4.079,0.83,6,625.302,1902.5,1051.83,-6999,229.35,199.796,397.186,623.917,6.933,-6999,-6999,358.768,3.2,-6999,-6999,-6999,-6999
2004,0,189.62500,189,1500,0.423,31.111,292.02,7.381,-9999,0.673,-9999,212.273,-6999,8.255,-6999,-17.236,45.817,5,34.045,15,0,14.223,85.037,358.257,3.879,0.67,6,216.696,838,485.753,-6999,102.5,93.207,395.62,571.47,7.07,-6999,-6999,358.257,3.2,-6999,-6999,-6999,-6999
2004,0,189.64583,189,1530,0.345,30.836,299.073,6.135,-9999,0.503,-9999,155.275,-6999,8.45,-6999,-132.157,44.549,5,34.664,15,0,14.49,85.013,358.132,3.807,0.5,6,166.427,787.5,397.846,-6999,97.3,77.33,390.091,544.18,7.15,-6999,-6999,358.132,3.2,-6999,-6999,-6999,-6999
2004,0,189.66667,189,1600,0.317,30.942,295.194,6.111,-9999,0.748,-9999,163.467,-6999,2.674,-6999,-54.528,43.209,5,35.154,15,0,14.51,84.989,358.088,3.829,0.17,6,123.049,673.5,336.696,-6999,82.9,65.276,386.089,534.461,7.223,-6999,-6999,358.088,3.2,-6999,-6999,-6999,-6999
2004,0,189.68750,189,1630,0.359,30.455,281.465,7.1,-9999,0.696,-9999,107.515,-6999,6.766,-6999,-48.886,42.087,5,35.509,15,0,15.314,84.976,357.707,3.689,0,6.17,73.855,541.55,271.791,-6999,67.77,53.924,377.342,521.355,7.591,-6999,-6999,357.707,3.2,-6999,-6999,-6999,-6999
2004,0,189.70833,189,1700,0.42,30.354,282.637,6.892,-9999,0.855,-9999,107.735,-6999,4.213,-6999,-60.824,40.79,5,35.739,15,0,15.604,84.955,357.837,3.655,0,6,129.06,768,338.157,-6999,100.6,69.036,378.271,518.332,7.746,-6999,-6999,357.837,3.2,-6999,-6999,-6999,-6999
2004,0,189.72917,189,1730,0.413,30.762,302.699,4.892,-9999,0.419,-9999,135.185,-6999,7.406,-6999,-0.141,40.167,5,35.869,15,0,14.851,84.936,358.442,3.775,0,6,160.79,757.5,407.351,-6999,105.4,87.532,368.321,527.351,7.389,-6999,-6999,358.442,3.2,-6999,-6999,-6999,-6999
2004,0,189.75000,189,1800,0.254,30.896,302.039,4.995,-9999,0.164,-9999,115.417,-6999,5.357,-6999,3.121,39.97,5,35.922,15,0,14.398,84.928,358.547,3.824,0,6.17,83.147,557.1,312.164,-6999,83.3,72.801,365.506,521.723,7.106,-6999,-6999,358.547,3.2,-6999,-6999,-6999,-6999
2004,0,189.77083,189,1830,0.407,30.763,309.97,6.456,-9999,0.353,-9999,88.07,-6999,10.445,-6999,-48.714,39.329,5,35.97,15,0,13.982,84.918,358.39,3.814,0,6.17,-11.233,315.7,185.905,-6999,50.325,52.535,358.612,503.215,6.742,-6999,-6999,358.39,3.2,-6999,-6999,-6999,-6999
2004,0,189.79167,189,1900,0.396,30.353,310.67,8.049,-9999,0.328,-9999,18.565,-6999,-0.578,-6999,-81.215,37.945,5,36.007,15,0,13.78,84.906,358.394,3.734,0,6.17,-73.378,133.6,93.164,-6999,23.48,34.87,353.508,485.18,6.42,-6999,-6999,358.394,3.2,-6999,-6999,-6999,-6999
2004,0,189.81250,189,1930,0.321,29.594,308.08,6.658,-9999,0.337,-9999,-3.596,-6999,1.252,-6999,-88.314,36.355,5,36.007,15,0,14.129,84.921,358.156,3.56,0,6,-111.175,28.66,20.448,-6999,5.78,11.912,352.161,471.872,6.338,-6999,-6999,358.156,3.2,-6999,-6999,-6999,-6999
2004,0,189.83333,189,2000,0.235,28.584,316.472,5.501,-9999,0.205,-9999,-13.019,-6999,-1.781,-6999,-81.503,34.859,5,35.929,15,0,14.889,84.92,357.988,3.329,0,6.17,-112.51,-0.17,-3.541,-6999,0.67,2.356,355.779,462.393,6.407,-6999,-6999,357.988,3.2,-6999,-6999,-6999,-6999
2004,0,189.85417,189,2030,0.203,27.744,323.405,5.056,-9999,0.141,-9999,-15.287,-6999,-2.773,-6999,-71.939,33.54,5,35.755,15,0,15.827,84.913,358.002,3.135,0,6.17,-113.096,-0.71,-4.249,-6999,0.765,2.515,348.555,454.887,6.592,-6999,-6999,358.002,3.2,-6999,-6999,-6999,-6999
2004,0,189.87500,189,2100,0.156,27.024,334.555,4.789,-9999,0.082,-9999,-15.461,-6999,-1.967,-6999,-66.56,32.369,5,35.529,15,0,17.382,84.921,358.172,2.95,0,6,-110.438,-0.89,-4.013,-6999,0.83,2.618,344.624,448.431,6.708,-6999,-6999,358.172,3.2,-6999,-6999,-6999,-6999
2004,0,189.89583,189,2130,0.125,26.548,350.888,4.413,-9999,0.112,-9999,-6.122,-6999,0.098,-6999,-60.239,31.334,5,35.242,15,0,18.146,84.957,358.44,2.842,0,6,-101.512,-0.88,-3.099,-6999,0.86,2.904,347.887,443.396,6.782,-6999,-6999,358.44,3.2,-6999,-6999,-6999,-6999
2004,0,189.91667,189,2200,0.117,26.768,344.531,4.525,-9999,0.141,-9999,-11.828,-6999,-0.399,-6999,-50.47,30.445,5,34.909,15,0,17.933,84.971,358.367,2.886,0,6,-93.281,-0.89,-2.269,-6999,0.85,3.158,355.188,443.042,6.796,-6999,-6999,358.367,3.2,-6999,-6999,-6999,-6999
2004,0,189.93750,189,2230,0.208,26.763,319.084,3.378,-9999,0.266,-9999,-23.343,-6999,-0.368,-6999,-41.85,29.73,5,34.545,15,0,18.055,84.996,358.412,2.881,0,6,-86.693,-0.915,-2.84,-6999,0.855,2.863,361.636,442.626,6.843,-6999,-6999,358.412,3.2,-6999,-6999,-6999,-6999
2004,0,189.95833,189,2300,0.081,25.981,303.237,2.146,-9999,0.003,-9999,0.394,-6999,-0.087,-6999,-40.477,29.09,5,34.154,15,0,18.961,85.008,358.529,2.721,0,6,-90.411,-0.9,-3.84,-6999,0.86,2.709,351.741,435.603,6.833,-6999,-6999,358.529,3.2,-6999,-6999,-6999,-6999
2004,0,189.97917,189,2330,0.073,25.543,336.738,1.76,-9999,0.014,-9999,-0.749,-6999,0.048,-6999,-51.571,28.362,5,33.757,15,0,19.487,84.997,358.617,2.634,0,6,-96.138,-0.87,-2.658,-6999,0.86,4.034,341.245,430.691,6.833,-6999,-6999,358.617,3.2,-6999,-6999,-6999,-6999
2004,0,190.00000,190,000,0.252,25.205,293.513,1.753,-9999,0.198,-9999,-20.661,-6999,1.377,-6999,-47.315,27.625,5,33.367,15,0,20.07,85.006,358.939,2.563,0,6,-83.352,-0.88,-2.691,-6999,0.84,3.495,352.347,429.513,6.893,-6999,-6999,358.939,3.2,-6999,-6999,-6999,-6999
2004,0,190.02083,190,030,0.084,24.417,268.29,2.372,-9999,0.044,-9999,-4.74,-6999,-1.428,-6999,-35.376,27.109,5,32.96,15,0,21.518,85.026,359.068,2.401,0,6,-83.818,-0.87,-3.251,-6999,0.85,2.653,350.122,428.036,7.052,-6999,-6999,359.068,3.2,-6999,-6999,-6999,-6999
2004,0,190.04167,190,100,0.191,23.574,262.42,2.939,-9999,-0.036,-9999,-21.462,-6999,-35.295,-6999,-44.858,26.605,5,32.574,15,0,26.776,85.06,359.035,2.13,0,5.83,-93.828,-0.87,-3.477,-6999,0.85,2.66,335.949,423.641,8.617,-6999,-6999,359.035,3.2,-6999,-6999,-6999,-6999
